Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
C1=CC2CC(C1)COc1ccccc12,1,1,70,70,1,[70],0.0143447,0.0143447,0.0143447,[0.0143447],0.0046246,0.0046246,0.0046246,[0.0046246],1,1,1.0,1,[1],{'O=C1C=CC2C(=O)C1COc1ccccc12'},1,1.0
C1=CC2CC(Cc3ccccc3CO2)OC1,1,1,80,80,1,[80],0.0,0.0,0.0,[0.0],-0.0066976,-0.0066976,-0.0066976,[-0.0066976],1,1,1.0,1,[1],{'COC12CC(C=CC(=O)O1)OC(=O)c1ccccc1C2=O'},1,1.0
C1=CC2CCCCc3ccccc3C2C1,1,1,10,10,1,[10],0.0,0.0,0.0,[0.0],-0.0066953,-0.0066953,-0.0066953,[-0.0066953],1,1,1.0,1,[1],{'O=C1CCC2C=CC(=O)C2c2ccccc2C1=O'},1,1.0
C1=CC2CN(C1)Cc1ccccc12,1,1,50,50,1,[50],0.001816,0.001816,0.001816,[0.001816],-0.0053264,-0.0053264,-0.0053264,[-0.0053264],1,1,1.0,1,[1],{'O=C1C=CC2C(=O)N1Cc1ccccc12'},1,1.0
C1=CC2Cc3ccoc3CC2C1,1,1,90,90,1,[90],0.0993706,0.0993706,0.0993706,[0.0993706],0.0725146,0.0725146,0.0725146,[0.0725146],1,1,1.0,1,[1],{'O=C1c2cc(-c3ccccc3)oc2C(=O)C2C(=O)C=CC12'},1,1.0
C1=CCC1,2,1,100,40,2,"[40, 100]",0.1706997,0.0,0.08534985,"[0.0, 0.1706997]",0.14204155,-0.0026177,0.069711925,"[-0.0026177, 0.14204155]",1,1,1.0,2,"[1, 1]","{'O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1', 'O=C1CCC2(C=C(c3ccccc3)C2=O)CC(=O)c2ccccc21'}",2,1.0
C1=CCC2NCC=C2C1,1,1,10,10,1,[10],0.0006974,0.0006974,0.0006974,[0.0006974],-0.0059979,-0.0059979,-0.0059979,[-0.0059979],1,1,1.0,1,[1],{'COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1'},1,1.0
C1=CCC=C1,6,1,480,90,6,"[90, 190, 250, 270, 420, 480]",0.3729588,0.2805677,0.3148962166666667,"[0.2805677, 0.3199604, 0.3007017, 0.3137743, 0.3729588, 0.3014144]",0.2537117,-0.1432691999999999,-0.050692091666666654,"[0.2537117, -0.0860338, -0.1432691999999999, -0.11244915, -0.0785817, -0.1375304]",1,1,1.0,6,"[1, 1, 1, 1, 1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1', 'C1=CC(Nc2ccccc2)=CC1=Cc1ccc(-c2ccco2)cc1', 'CC1(C)C=CC(c2oc(-c3ccc(Br)cc3)c3ccccc23)=C1', 'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1', 'ClC(=C1C=CC(Nc2ccco2)=C1)c1ccccc1'}",6,1.0
C1=CCCC1,6,2,120,10,4,"[10, 60, 110, 120]",0.0557623,0.0167962,0.03984915,"[0.0167962, 0.0520732, 0.0347649, 0.0557623]",0.0494395,-0.1040360499999999,-0.025803424999999974,"[0.01051075, 0.0494395, -0.0591279, -0.1040360499999999]",2,2,1.5,6,"[2, 2, 1, 1]","{'O=C1C=C(Nc2ccc(Cl)cc2)C(=O)C1c1ccccc1', 'O=C1C=C(c2ccccc2O)C(=O)C1', 'O=C1C=C(Nc2ccccn2)C(=O)C1c1ccc(Br)cc1', 'CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1', 'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O', 'O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O'}",6,1.0
C1=CCCC=C1,1,1,30,30,1,[30],0.1649551,0.1649551,0.1649551,[0.1649551],0.1578298,0.1578298,0.1578298,[0.1578298],1,1,1.0,1,[1],{'CC(C)=CCCC1=C(CCl)C(=O)C(=Cc2ccccc2)C=C1C'},1,1.0
C1=CCCC=CC1,1,1,40,40,1,[40],0.0260204,0.0260204,0.0260204,[0.0260204],0.0238984499999999,0.0238984499999999,0.0238984499999999,[0.0238984499999999],1,1,1.0,1,[1],{'N#CC1=C(C#N)C(=O)CC=CC1=O'},1,1.0
C1=CCCCC1,5,1,100,10,5,"[10, 30, 60, 70, 100]",0.1051942,0.0,0.05566904,"[0.0541317, 0.0, 0.0234178, 0.1051942, 0.0956015]",0.0954741,-0.0101241,0.044122329999999974,"[0.0476568999999999, -0.0101241, 0.0206614, 0.0954741, 0.06694335]",1,1,1.0,5,"[1, 1, 1, 1, 1]","{'O=C1CC=C(c2ccccc2O)C(=O)C1', 'O=C1C=CC(=Cc2cccc3cccnc23)CC1', 'O=C1C=CC(=Cc2ccccc2O)CC1', 'CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1', 'O=C1C=CC(CCc2cccc3cccnc23)CC1'}",5,1.0
C1=CCNC1,3,1,110,40,3,"[40, 70, 110]",0.1624584,0.0115181,0.06619463333333334,"[0.0115181, 0.1624584, 0.0246074]",0.1527383,-0.0692854,0.0309496833333333,"[0.0093961499999999, 0.1527383, -0.0692854]",1,1,1.0,3,"[1, 1, 1]","{'O=C1C=C(C(=O)c2ccccc2O)C(=O)N1', 'O=C1C=C(CBr)C(=O)N1c1ccccc1', 'N#CC1=C(c2ccccc2O)C(=O)N(Cc2ccccc2)C1=O'}",3,1.0
C1=CCOC1,2,1,140,110,2,"[110, 140]",0.1130575,0.106102,0.10957975,"[0.1130575, 0.106102]",0.0398863,-0.16095625,-0.060534975,"[0.0398863, -0.16095625]",1,1,1.0,2,"[1, 1]","{'O=C1C=C(Nc2cccnc2)C(=O)O1', 'O=C1C=C(Nc2cccc3cccnc23)C(=O)O1'}",2,1.0
C1=CCOCC1,1,1,50,50,1,[50],0.0009928,0.0009928,0.0009928,[0.0009928],-0.0061496,-0.0061496,-0.0061496,[-0.0061496],1,1,1.0,1,[1],{'O=C1C=C(O)C(COC(=O)c2ccccc2C(=O)O)CO1'},1,1.0
C1=CCOCCC1,1,1,60,60,1,[60],0.2009671,0.2009671,0.2009671,[0.2009671],0.1982107,0.1982107,0.1982107,[0.1982107],1,1,1.0,1,[1],{'O=C1C=CC(=Cc2ccccc2O)OC(=O)C1'},1,1.0
C1=CCSC1,1,1,10,10,1,[10],0.0109374,0.0109374,0.0109374,[0.0109374],0.0044626,0.0044626,0.0044626,[0.0044626],1,1,1.0,1,[1],{'O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O'},1,1.0
C1=CCc2ccccc2C1,15,3,270,50,11,"[50, 60, 70, 90, 100, 140, 150, 170, 200, 230, 270]",0.2582741,0.0,0.14578953636363637,"[0.1043228, 0.0697185, 0.008673, 0.2013372, 0.1482896, 0.0, 0.1300719, 0.2310088, 0.2582741, 0.2144547, 0.2375343]",0.17923655,-0.26705825,-0.06891640454545454,"[0.0972649999999999, 0.0669621, -0.0014535999999999, 0.17923655, 0.1231747, -0.26705825, -0.2215827, -0.1609737, -0.1599251, -0.2250362999999999, -0.18868915]",3,1,1.3636363636363635,15,"[1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1]","{'O=C1C=C(Nc2ccc[nH]2)C(=O)c2ccccc21', 'O=C1C=CC(=O)c2ccccc21', 'O=C1C=CCc2ccccc21', 'O=C1C=C(Nc2cccnc2)C(=O)c2ccccc21', 'O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccnc3cccnc23)C(=O)c2ccc([N+](=O)[O-])cc21', 'O=C1C=C(N=Cc2ccccn2)C(=O)c2ccccc21', 'O=C1C=C(Nc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccccn2)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccccc2)C(=O)c2ccc([N+](=O)[O-])cc21', 'O=C1C=C(c2ccccc2O)C(=O)c2ccccc21', 'O=C1C=CC(=O)c2cc(O)ccc21', 'COc1ccc2c(c1)C(=O)C(SC)=CC2=O', 'O=C1C=C(Nc2cccnc2)C(=O)c2ccc(F)cc21', 'O=C1C=C(Nc2cccc3nccnc23)C(=O)c2ccccc21'}",15,3.0
C1=CCc2ccccc2CC1,2,1,80,50,2,"[50, 80]",0.0160983,0.0157908,0.015944550000000002,"[0.0160983, 0.0157908]",0.0091681,0.0090405,0.0091043,"[0.0090405, 0.0091681]",1,1,1.0,2,"[1, 1]","{'O=C1C=C(Cc2ccccc2)CC(=O)c2ccccc21', 'COCC1=CCC(=O)c2ccccc2C1=O'}",2,1.0
C1=CCc2cccnc2CC1,1,1,150,150,1,[150],0.1001468,0.1001468,0.1001468,[0.1001468],-0.2515078,-0.2515078,-0.2515078,[-0.2515078],1,1,1.0,1,[1],{'O=C1C(Nc2ccccn2)=CCC(=O)c2ncccc21'},1,1.0
C1=CCc2ncccc2C1,4,2,150,110,3,"[110, 130, 150]",0.201239,0.1685804,0.18670186666666666,"[0.1685804, 0.1902862, 0.201239]",0.0955842,-0.1504155999999999,-0.038372799999999964,"[0.0955842, -0.060287, -0.1504155999999999]",2,2,1.3333333333333333,4,"[2, 1, 1]","{'O=C1C(Nc2ccccn2)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccc3cccnc23)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccnc2)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccc3nccnc23)=CC(=O)c2ncccc21'}",4,1.0
C1=CN2CC(C1)C2,1,1,40,40,1,[40],0.0022379,0.0022379,0.0022379,[0.0022379],-0.0002638499999999,-0.0002638499999999,-0.0002638499999999,[-0.0002638499999999],1,1,1.0,1,[1],{'CCn1ccnc1C1=CCC2(O)C(=O)N1C2c1ccc(Cl)cc1'},1,1.0
C1=CNC2=COc3ccccc3C2=C1,1,1,100,100,1,[100],0.0322014,0.0322014,0.0322014,[0.0322014],0.0003497999999999,0.0003497999999999,0.0003497999999999,[0.0003497999999999],1,1,1.0,1,[1],{'O=c1ccc2c([nH]1)c(=O)oc1ccccc12'},1,1.0
C1=CNCC1,1,1,20,20,1,[20],0.0016887,0.0016887,0.0016887,[0.0016887],-0.0017970999999999,-0.0017970999999999,-0.0017970999999999,[-0.0017970999999999],1,1,1.0,1,[1],{'CCOC(=O)C1=CCC(=O)N1c1ccccc1'},1,1.0
C1=CNCNC1,1,1,70,70,1,[70],0.0373928,0.0373928,0.0373928,[0.0373928],0.0276726999999999,0.0276726999999999,0.0276726999999999,[0.0276726999999999],1,1,1.0,1,[1],{'COC(=O)C1=C(C(=O)OC)C(c2ccccc2)NC(=S)N1'},1,1.0
C1=COC1,2,1,290,160,2,"[160, 290]",0.386174,0.335689,0.3609315,"[0.335689, 0.386174]",-0.0448657,-0.0647656999999999,-0.05481569999999995,"[-0.0448657, -0.0647656999999999]",1,1,1.0,2,"[1, 1]","{'O=C1OC(=Cc2ccco2)N=C1C1=C(c2ccccc2)OC1=O', 'O=C1Nc2ccccc2C1=C1C=C(c2ccccc2)O1'}",2,1.0
C1=COCC1,2,1,130,90,2,"[90, 130]",0.3240579,0.0402867,0.1821723,"[0.0402867, 0.3240579]",0.1062273,0.0134307,0.059829,"[0.0134307, 0.1062273]",1,1,1.0,2,"[1, 1]","{'O=CC1=Cc2ccccc2C1=C1C=C(c2ccccc2)OC1=O', 'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12'}",2,1.0
C1=COCCN1,1,1,40,40,1,[40],0.002006,0.002006,0.002006,[0.002006],-0.0006117,-0.0006117,-0.0006117,[-0.0006117],1,1,1.0,1,[1],{'COC(=O)C1=CN(S(=O)(=O)c2ccccc2)CCO1'},1,1.0
C1=COCCO1,1,1,30,30,1,[30],0.0884788,0.0884788,0.0884788,[0.0884788],0.0813535,0.0813535,0.0813535,[0.0813535],1,1,1.0,1,[1],{'O=CC1=C(C2=CCSc3ccccc32)OCCO1'},1,1.0
C1=COCO1,1,1,70,70,1,[70],0.0919774,0.0919774,0.0919774,[0.0919774],0.0822573,0.0822573,0.0822573,[0.0822573],1,1,1.0,1,[1],{'CC(=O)C1=C(C(C)=O)OC(=Cc2cccc3cccnc23)O1'},1,1.0
C1=COCc2ccccc2OC1,1,1,60,60,1,[60],0.0,0.0,0.0,[0.0],-0.0048719,-0.0048719,-0.0048719,[-0.0048719],1,1,1.0,1,[1],{'O=C1C=C(C(=O)c2ccco2)OC(=O)c2ccc([N+](=O)[O-])cc2O1'},1,1.0
C1=Cc2ccccc2C1,8,2,140,60,6,"[60, 80, 100, 110, 130, 140]",0.3240579,0.0,0.18080445833333333,"[0.0, 0.1717092, 0.1241147, 0.19530175, 0.3240579, 0.2696431999999999]",0.1650865,-0.0048719,0.0811819833333333,"[-0.0048719, 0.1650865, 0.09545655, 0.1223055499999999, 0.1062273, 0.0028878999999999]",2,1,1.3333333333333333,8,"[1, 1, 1, 2, 1, 2]","{'O=C1C=Cc2ccccc2C1=C1C=Cc2ccccc21', 'O=CC1=Cc2ccccc2C1=O', 'O=CC1=Cc2ccccc2C1=NO', 'O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21', 'O=C1CCc2ccccc2C1=C1C=Cc2ccccc21', 'O=C1C(=C2C=Cc3ccccc32)Oc2ccccc21', 'O=CC1=Cc2ccccc2C1=C1C=C(c2ccccc2)OC1=O', 'N#CC1=C(N)c2ccccc2C1=O'}",8,2.0
C1=Cc2ccccc2C2=C(C1)Cc1ccccc1C2,1,1,140,140,1,[140],0.0813485,0.0813485,0.0813485,[0.0813485],-0.18570975,-0.18570975,-0.18570975,[-0.18570975],1,1,1.0,1,[1],{'O=C1C2=C(C(=O)c3ccccc31)c1ccccc1C=CC2'},1,1.0
C1=Cc2ccccc2CC1,16,3,140,10,10,"[10, 20, 30, 40, 50, 60, 80, 90, 100, 140]",0.2796189,0.0,0.092431845,"[0.0495767, 0.0180297, 0.0350423, 0.0, 0.0428171, 0.02268375, 0.0437501, 0.2165373, 0.2162626, 0.2796189]",0.1898426,-0.0026177,0.056907309999999975,"[0.0431019, 0.0146854, 0.0283300999999999, -0.0026177, 0.0357592999999999, 0.0188696, 0.03708995, 0.1898426, 0.18760445, 0.0164075]",3,1,1.6,16,"[1, 1, 2, 3, 1, 2, 2, 2, 1, 1]","{'O=CC1=Cc2ccccc2C(=O)C1c1ccc(Cl)cc1', 'O=CC1=Cc2ccccc2CC1', 'O=C1C=Cc2ccccc2C1=C1C=Cc2ccccc21', 'O=CC1=Cc2ccccc2C(=O)C1c1ccc(C(=O)O)cc1', 'O=CC1=Cc2ccccc2C(=O)C1(O)Cc1ccc(Cl)cc1', 'O=CC1=Cc2ccccc2C(=O)C1(O)O', 'O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'COCC1=Cc2ccccc2C(=O)C1(O)S(=O)(=O)c1ccc(C)cc1', 'O=C(CBr)C1=Cc2ccccc2C(=O)C1=Cc1ccccc1', 'O=CC1=Cc2ccccc2CC1=O', 'O=C1C=Cc2ccccc2C1=C1Sc2ccccc21', 'O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc21', 'O=CCC1=Cc2ccccc2CC1=O', 'O=C1C=Cc2ccccc2C1Br', 'O=CC1=Cc2ccccc2CC1(O)c1ccccc1', 'CCC(C)OC(=O)C1=Cc2ccccc2CC1=O'}",16,3.0
C1=Cc2ccccc2CCN1,1,1,30,30,1,[30],0.0280925,0.0280925,0.0280925,[0.0280925],0.0209672,0.0209672,0.0209672,[0.0209672],1,1,1.0,1,[1],{'NC(=O)C1Cc2ccccc2C=CN1C1Oc2ccccc2C1=O'},1,1.0
C1=Cc2ccccc2CN1,1,1,70,70,1,[70],0.0493583,0.0493583,0.0493583,[0.0493583],0.0396382,0.0396382,0.0396382,[0.0396382],1,1,1.0,1,[1],{'COC(=O)N1C=Cc2ccccc2C1=CN(C)C'},1,1.0
C1=Cc2ccccc2CNC1,1,1,30,30,1,[30],0.0394061,0.0394061,0.0394061,[0.0394061],0.0322808,0.0322808,0.0322808,[0.0322808],1,1,1.0,1,[1],{'CN(C)OC(=O)N1Cc2ccccc2C=C(C#N)C1=O'},1,1.0
C1=Cc2ccccc2NC1,1,1,130,130,1,[130],0.0088666,0.0088666,0.0088666,[0.0088666],-0.2417066,-0.2417066,-0.2417066,[-0.2417066],1,1,1.0,1,[1],{'O=C(Nc1ccccc1)N1CC=Cc2ccccc21'},1,1.0
C1=Cc2ccccc2OCC1,1,1,60,60,1,[60],0.020462,0.020462,0.020462,[0.020462],0.0177056,0.0177056,0.0177056,[0.0177056],1,1,1.0,1,[1],{'COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O'},1,1.0
C1=Cc2ccccc2OCOC1,1,1,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'COC(=O)C1(Cc2ccc(OC)cc2)OC(=O)C=Cc2ccc(Br)cc2O1'},1,1.0
C1=Cc2ccccc2SC1,2,1,80,30,2,"[30, 80]",0.0884788,0.0600549,0.07426685,"[0.0884788, 0.0600549]",0.0813535,0.0534322,0.06739285,"[0.0813535, 0.0534322]",1,1,1.0,2,"[1, 1]","{'O=CC1=Cc2ccccc2SC1', 'O=CC1=C(C2=CCSc3ccccc32)OCCO1'}",2,1.0
C1=Cc2ccoc2CC1,1,1,130,130,1,[130],0.2505732,0.2505732,0.2505732,[0.2505732],0.0327425999999999,0.0327425999999999,0.0327425999999999,[0.0327425999999999],1,1,1.0,1,[1],{'N#CC1=C(C#N)c2c(oc(-c3ccccc3)c2-c2ccccc2)C(=O)C1'},1,1.0
C1=NC=NCC1,2,2,280,280,1,[280],0.27437385,0.27437385,0.27437385,[0.27437385],-0.1736889499999999,-0.1736889499999999,-0.1736889499999999,[-0.1736889499999999],2,2,2.0,2,[2],"{'O=C1C=NC(c2ccc(Br)cc2)=NC1=CSc1ccc(-c2ccccc2)cc1', 'O=C1C(=Cc2ccco2)N=C(c2ccc(O)cc2)N=C1c1ccccc1'}",2,1.0
C1=NCC1,7,1,500,100,7,"[100, 110, 160, 390, 420, 430, 500]",0.3231822,0.1616637,0.24588487142857143,"[0.1638873, 0.1616637, 0.2291495, 0.2845913, 0.2475039, 0.3112162, 0.3231822]",0.13522915,-0.2040366,-0.08200767857142857,"[0.13522915, 0.0884924999999999, -0.1514052, -0.1659222, -0.2040366, -0.1437287, -0.1326827]",1,1,1.0,7,"[1, 1, 1, 1, 1, 1, 1]","{'O=C1C(=Cc2ccc(F)cc2)N=C1c1ccccc1', 'O=C1C(=Cc2ccccc2)N=C1c1ccc(Br)cc1', 'O=C1C(=Cc2ccco2)N=C1c1ccc(Br)cc1', 'O=C1C=NC1=Cc1ccco1', 'O=C1C(=Cc2ccco2)N=C1c1cccc([N+](=O)[O-])c1', 'O=C1C(c2ccc(F)cc2)=NC1=C1Nc2ccccc2C1=O', 'O=C1C(c2ccccc2)=NC1=C1Nc2ccccc2C1=O'}",7,1.0
C1=NCCC1,13,3,480,110,10,"[110, 120, 150, 160, 170, 190, 220, 300, 460, 480]",0.3550109,0.2529346,0.318035325,"[0.3125398, 0.3400649, 0.3412904, 0.30299515, 0.3037838, 0.3050234, 0.3271779, 0.3395324, 0.2529346, 0.3550109]",0.24527105,-0.20305225,-0.030853794999999982,"[0.2393686, 0.24527105, -0.0181195, -0.08241245, -0.0881987, -0.1009708, -0.1147285499999999, -0.1017614499999999, -0.20305225, -0.0839339]",3,1,1.3,13,"[1, 1, 3, 2, 1, 1, 1, 1, 1, 1]","{'O=C1CC(=Cc2ccc(Br)cc2)N=C1c1ccc(Br)cc1', 'O=C1CC(c2ccccc2)=NC1=Cc1ccccc1', 'O=C1C=NC(=C2Nc3ccccc3C2=O)C1', 'O=C1C=NC(=C2C(=O)Oc3ccccc3N2O)C1', 'O=C1CC(=Cc2ccccc2)N=C1c1ccc(Br)cc1', 'O=C1CC(=Cc2ccccc2O)N=C1c1ccc(Br)cc1', 'O=C1CC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Br)cc1', 'O=C1C=NC(=Cc2ccco2)C1', 'O=C1CC(c2ccco2)=NC1=Cc1cccs1', 'O=C1CC(=C2Nc3ccccc3C2=O)N=C1c1ccc(Br)cc1', 'O=C1C=NC(=C2C(=O)c3ccccc3N2O)C1', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=C1c1ccccc1', 'O=C1CC(c2ccccc2)=NC1=Cc1ccco1'}",13,3.0
C1=NCCCN1,2,1,240,140,2,"[140, 240]",0.3366973,0.324221,0.33045915,"[0.3366973, 0.324221]",0.0734858999999999,-0.0993811,-0.012947600000000052,"[0.0734858999999999, -0.0993811]",1,1,1.0,2,"[1, 1]","{'O=C1CC(=C2C(=O)Oc3ccccc32)N=C(c2ccc(Br)cc2)N1', 'O=C1CC(=Cc2ccco2)N=C(c2ccco2)N1'}",2,1.0
C1=NCCCO1,5,1,300,90,5,"[90, 160, 210, 260, 300]",0.3358538,0.0794136,0.22430386000000002,"[0.3292778, 0.0794136, 0.1615067, 0.2154674, 0.3358538]",0.3024218,-0.3011411,-0.12001734999999998,"[0.3024218, -0.3011411, -0.2650541, -0.2308732999999999, -0.10544005]",1,1,1.0,5,"[1, 1, 1, 1, 1]","{'O=C1CC(=Cc2ccccc2)N=C(c2ccco2)O1', 'O=C1COC(c2ccco2)=NC1=Cc1ccco1', 'O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1', 'O=C1CC(=Cc2ccccc2O)N=C(c2ccccc2)O1', 'O=C1CC(=Cc2ccc(Br)cc2)N=C(c2ccccc2)O1'}",5,1.0
C1=NCCCc2ccccc21,3,1,140,110,3,"[110, 130, 140]",0.326876,0.1652506,0.26179823333333335,"[0.1652506, 0.326876, 0.2932681]",0.1090453999999999,0.0300566999999999,0.0770604999999999,"[0.0920793999999999, 0.1090453999999999, 0.0300566999999999]",1,1,1.0,3,"[1, 1, 1]","{'O=C1CC(=Cc2ccc(Cl)cc2)N=Cc2ccccc21', 'O=C1CC(=C2C(=O)c3ccccc3N2O)N=Cc2ccc(Cl)cc21', 'O=C1Oc2ccccc2C1=C1CC(=O)c2cc(Cl)ccc2C=N1'}",3,1.0
