Smiles,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,max_similarity,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step,TSNEx,TSNEy
O=Cc1ccc(-c2oc(-c3ccccc3F)c3ccccc23)cc1,1,4.761904761904762,1,4.761904761904762,0.1634615384615384,0.0,0.0,0.0,0.0,24,0.0,230,20.33659,-3.1889427
CS(=O)(=O)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)s1,1,4.166666666666666,1,4.166666666666666,0.1769911504424778,0.0,0.0,0.0,0.0,27,0.0,340,14.937897,-6.9623938
COc1cc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)oc1OC,1,4.166666666666666,1,4.166666666666666,0.1636363636363636,0.0,0.0,0.0,0.0,25,0.0,330,16.73471,6.3748727
CC1(C)OC(=O)C(=Cc2oc(-c3ccccc3)c3ccccc23)O1,1,5.0,1,5.0,0.2121212121212121,0.0,0.0,0.0,0.0,24,0.0,250,13.953543,-1.8331064
O=C1NC(c2ccc([N+](=O)[O-])cc2)=NC1=C1Nc2ccccc2OC1=O,1,3.225806451612903,1,3.225806451612903,0.1610169491525423,0.0,0.0,0.0,0.0,26,0.0,160,-35.32525,-4.8098693
CN(C)C(=O)c1ccc2oc(-c3ccccc3)nc2c1,1,2.0408163265306123,1,2.0408163265306123,0.2,0.0,0.0,0.0,0.0,20,0.0,70,2.2094707,-2.3435197
CC(=O)Oc1ccc2oc(-c3ccccc3)c(Br)c2c1,1,4.166666666666666,1,4.166666666666666,0.2391304347826087,0.0,0.0,0.0,0.0,20,0.0,190,5.585485,-6.607695
NC1=NC(=Nc2ccccc2)C(=O)O1,1,1.96078431372549,1,1.96078431372549,0.2,0.0,0.0,0.0,0.0,14,0.0,40,-12.957518,-2.3975005
CCC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1,1,3.7037037037037033,1,3.7037037037037033,0.1451612903225806,0.0,0.0,0.0,0.0,29,0.0,400,36.14995,-8.627552
CC(C)(C)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,5.263157894736842,1,5.263157894736842,0.1698113207547169,0.0,0.0,0.0,0.0,26,0.0,320,27.040932,-12.226055
Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccc(Br)cc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1009174311926605,0.0,0.0,0.0,0.0,24,0.0,210,18.521255,25.027302
CC(C)=CCCC1=C(CCl)C(=O)C(=Cc2ccccc2)C=C1C,1,2.0,1,2.0,0.1442307692307692,0.0,0.0,0.0,0.0,23,0.0,30,-16.743538,3.4663994
COc1ccc(-c2oc(-c3ccc(OC)c(O)c3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1491228070175438,0.0,0.0,0.0,0.0,26,0.0,330,30.459354,3.0816095
O=C1CC(=Cc2ccccc2)N=C(c2ccco2)O1,1,5.555555555555555,1,5.555555555555555,0.2087912087912088,0.0,0.0,0.0,0.0,19,0.0,260,-14.083561,17.145485
CC(=O)C1(c2ccccc2)Nc2ccc(Cl)cc21,1,1.9230769230769231,1,1.9230769230769231,0.1829268292682926,0.0,0.0,0.0,0.0,18,0.0,50,-6.7354407,-8.025282
O=C1CC(=Cc2cccc3cccnc23)C(=O)c2ccccc21,1,2.0,1,2.0,0.1764705882352941,0.0,0.0,0.0,0.0,23,0.0,30,-23.555645,-12.4646845
O=C1C=CC(=Cc2cccc3cccnc23)CC1,1,2.0408163265306123,1,2.0408163265306123,0.1666666666666666,0.0,0.0,0.0,0.0,18,0.0,70,-23.56765,-20.23859
O=C1c2ccccc2C(=O)c2[nH]c(=O)ccc21,1,2.0408163265306123,1,2.0408163265306123,0.2207792207792207,0.0,0.0,0.0,0.0,17,0.0,70,-22.451563,-8.3305235
CCOC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,5.555555555555555,1,5.555555555555555,0.1592920353982301,0.0,0.0,0.0,0.0,25,0.0,390,14.962897,-3.6441948
CC1(C)OC(=O)N(Cc2ccccc2)C1=O,1,1.9230769230769231,1,1.9230769230769231,0.2222222222222222,0.0,0.0,0.0,0.0,16,0.0,50,-11.09375,-0.6739333
O=C1C2=Cc3ccc(F)cc3C(=O)C2(O)c2ccccc21,1,1.851851851851852,1,1.851851851851852,0.2,0.0,0.0,0.0,0.0,21,0.0,80,-18.347818,-3.3412647
O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1,1,1.9230769230769231,1,1.9230769230769231,0.1648351648351648,0.0,0.0,0.0,0.0,21,0.0,10,-16.940622,-12.422151
NC(=O)C1Cc2ccccc2Oc2ccc(Cl)cc21,1,5.0,1,5.0,0.15625,0.0,0.0,0.0,0.0,19,0.0,310,-11.984197,-7.1982603
CCc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1,1,5.555555555555555,1,5.555555555555555,0.1619047619047619,0.0,0.0,0.0,0.0,24,0.0,390,26.053284,19.22716
COc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,1,4.166666666666666,1,4.166666666666666,0.2197802197802197,0.0,0.0,0.0,0.0,20,0.0,170,3.8662698,-5.944397
CC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1,1,3.571428571428571,1,3.571428571428571,0.1743119266055046,0.0,0.0,0.0,0.0,26,0.0,480,27.075739,19.088766
O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1,1,1.9230769230769231,1,1.9230769230769231,0.1818181818181818,0.0,0.0,0.0,0.0,29,0.0,60,-18.960537,-22.37121
COc1ccc(-c2oc(-c3ccccc3)c3c(=O)oc4ccc(Br)cc4c23)cc1,1,4.0,1,4.0,0.1721311475409836,0.0,0.0,0.0,0.0,29,0.0,120,21.67781,23.483318
COC(=O)c1ccccc1NC(=O)c1ccc(Cl)cc1,1,1.851851851851852,1,1.851851851851852,0.1368421052631579,0.0,0.0,0.0,0.0,20,0.0,80,-6.2037134,4.332055
O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1,1,1.9230769230769231,1,1.9230769230769231,0.1827956989247312,0.0,0.0,0.0,0.0,20,0.0,10,-9.9379835,-2.054719
O=C1NC(c2ccccc2)=NC1=Cc1ccc[nH]1,1,4.0,1,4.0,0.1868131868131868,0.0,0.0,0.0,0.0,18,0.0,440,-18.846771,12.560021
O=C1C=C(Nc2cccc3nccnc23)C(=O)c2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1574074074074074,0.0,0.0,0.0,0.0,23,0.0,90,-26.63773,-18.271416
O=Cc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1Br,1,5.0,1,5.0,0.1545454545454545,0.0,0.0,0.0,0.0,25,0.0,290,27.93561,-0.47050968
CCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,4.0,1,4.0,0.21,0.0,0.0,0.0,0.0,24,0.0,440,23.94279,3.069383
CC(=O)Oc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,2.7777777777777777,1,2.7777777777777777,0.1607142857142857,0.0,0.0,0.0,0.0,26,0.0,380,34.381012,-10.068664
CCC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccc(OC)cc23)cc1,1,4.166666666666666,1,4.166666666666666,0.125,0.0,0.0,0.0,0.0,30,0.0,330,31.2263,18.92889
O=C1OC(c2ccc(CO)cc2)c2ccccc2C(=O)C1Cl,1,2.0,1,2.0,0.173469387755102,0.0,0.0,0.0,0.0,22,0.0,20,-15.965635,-14.216687
CCc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1,1,3.7037037037037033,1,3.7037037037037033,0.1495327102803738,0.0,0.0,0.0,0.0,24,0.0,430,19.926264,21.252642
COC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OC,1,5.263157894736842,1,5.263157894736842,0.1607142857142857,0.0,0.0,0.0,0.0,26,0.0,320,17.137657,5.0666265
CC1CC(=O)C(C2(C(=O)NCc3ccccc3)OCCO2)O1,1,1.96078431372549,1,1.96078431372549,0.173469387755102,0.0,0.0,0.0,0.0,22,0.0,40,-9.738321,-0.9072327
O=C1C=NC(=C2C(=O)c3ccccc3N2O)C1,1,3.333333333333333,1,3.333333333333333,0.2,0.0,0.0,0.0,0.0,17,0.0,150,-29.236305,-0.81415004
CC(C)(C)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)o1,1,2.7777777777777777,1,2.7777777777777777,0.1785714285714285,0.0,0.0,0.0,0.0,27,0.0,380,10.900917,9.759522
CCC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,6.666666666666667,1,6.666666666666667,0.1809523809523809,0.0,0.0,0.0,0.0,25,0.0,270,21.591171,-8.057581
O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccccn1)c1ccc[nH]1,1,4.761904761904762,1,4.761904761904762,0.1834862385321101,0.0,0.0,0.0,0.0,24,0.0,230,-11.663548,19.926863
O=C1OC(=Cc2ccccc2)C(O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.2261904761904762,0.0,0.0,0.0,0.0,19,0.0,50,-20.454845,2.334133
O=C1C(=Cc2ccccc2)SCc2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1724137931034483,0.0,0.0,0.0,0.0,18,0.0,140,-19.83394,2.9435024
CC(C)(C)OC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1504424778761062,0.0,0.0,0.0,0.0,28,0.0,330,21.923965,-9.063221
CCc1ccc(-c2oc(-c3ccc(NC)cc3)c3ccccc23)cc1,1,5.0,1,5.0,0.1441441441441441,0.0,0.0,0.0,0.0,25,0.0,350,30.776518,-6.938412
NC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1O,1,5.0,1,5.0,0.1862745098039215,0.0,0.0,0.0,0.0,25,0.0,290,25.681839,3.3822308
CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(F)cc23)cc1,1,4.761904761904762,1,4.761904761904762,0.1792452830188679,0.0,0.0,0.0,0.0,25,0.0,490,23.561533,17.121126
O=C1C(=Cc2ccccc2)N=C(c2ccccc2)N1O,1,3.225806451612903,1,3.225806451612903,0.2134831460674157,0.0,0.0,0.0,0.0,20,0.0,160,-18.089443,7.661876
O=C1OC(Cc2coc(-c3ccccc3)n2)CC1(O)O,1,2.0,1,2.0,0.1979166666666666,0.0,0.0,0.0,0.0,20,0.0,20,2.8058727,-9.823254
CC(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,4.3478260869565215,1,4.3478260869565215,0.160377358490566,0.0,0.0,0.0,0.0,25,0.0,460,27.770449,-13.879452
Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,5.0,1,5.0,0.1958762886597938,0.0,0.0,0.0,0.0,23,0.0,310,23.340876,2.6063364
O=C1C=Cc2ccccc2C1Br,1,2.0,1,2.0,0.2,0.0,0.0,0.0,0.0,12,0.0,30,-12.692491,-5.0372953
CSc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1,1,3.4482758620689653,1,3.4482758620689653,0.1826923076923076,0.0,0.0,0.0,0.0,24,0.0,450,23.688057,20.711298
CC(C)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.1481481481481481,0.0,0.0,0.0,0.0,25,0.0,330,25.462212,-8.685833
O=C1OC(c2ccccc2)=NC1=Cc1ccccc1Br,1,3.8461538461538463,1,3.8461538461538463,0.1956521739130435,0.0,0.0,0.0,0.0,20,0.0,280,-20.792301,16.429777
CCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Br,1,3.7037037037037033,1,3.7037037037037033,0.1862745098039215,0.0,0.0,0.0,0.0,24,0.0,430,26.139908,1.4086567
CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1,1,5.0,1,5.0,0.1809523809523809,0.0,0.0,0.0,0.0,25,0.0,240,26.148756,18.613014
O=C1CC(=Cc2ccc(Cl)cc2)N=Cc2ccccc21,1,2.7777777777777777,1,2.7777777777777777,0.1894736842105263,0.0,0.0,0.0,0.0,20,0.0,110,-24.081463,6.0803967
COc1cc(-c2oc(-c3ccccc3)c3cccc(OC)c23)cc(OC)c1OC,1,3.4482758620689653,1,3.4482758620689653,0.1724137931034483,0.0,0.0,0.0,0.0,29,0.0,420,25.12005,9.701273
O=C1OCc2ccccc2C1=O,1,2.0408163265306123,1,2.0408163265306123,0.2153846153846154,0.0,0.0,0.0,0.0,12,0.0,70,-14.473312,-8.72534
Cc1cc(-c2oc(-c3ccccc3)c3ccccc23)ccn1,1,3.571428571428571,1,3.571428571428571,0.2043010752688172,0.0,0.0,0.0,0.0,22,0.0,480,24.096548,1.5580673
O=C1C=NC(=Cc2oc(-c3ccccc3)c3cccnc23)O1,1,5.555555555555555,1,5.555555555555555,0.198019801980198,0.0,0.0,0.0,0.0,22,0.0,370,-8.921862,13.215152
CN(C)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccc(Br)cc23)cc1,1,6.25,1,6.25,0.1052631578947368,0.0,0.0,0.0,0.0,26,0.0,410,18.726479,24.13136
O=C1CCC(=O)C(Oc2ccc(Cl)cc2)C1=O,1,1.96078431372549,1,1.96078431372549,0.144578313253012,0.0,0.0,0.0,0.0,17,0.0,40,-23.037144,-2.1308842
COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1,1,2.7777777777777777,1,2.7777777777777777,0.1619047619047619,0.0,0.0,0.0,0.0,23,0.0,380,14.322202,5.210551
O=C1NC(c2cccs2)=NC1=Cc1ccco1,1,4.166666666666666,1,4.166666666666666,0.1931818181818181,0.0,0.0,0.0,0.0,17,0.0,180,-16.659288,12.191083
O=C1C(=C2N=C(c3ccc(Cl)cc3)N(O)C2=O)N(O)c2ccccc21,1,3.225806451612903,1,3.225806451612903,0.1517857142857142,0.0,0.0,0.0,0.0,25,0.0,160,-33.626297,-0.40968916
COc1ccc(-c2oc(-c3ccc(OC(=O)O)c(OC)c3)c3ccccc23)cc1,1,4.166666666666666,1,4.166666666666666,0.144,0.0,0.0,0.0,0.0,29,0.0,330,31.546852,4.217319
O=C1OC(c2ccccc2)=NC1=C(Nc1ccccn1)c1ccco1,1,5.0,1,5.0,0.1851851851851851,0.0,0.0,0.0,0.0,25,0.0,240,-9.266613,18.616726
O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1,1,2.702702702702702,1,2.702702702702702,0.1717171717171717,0.0,0.0,0.0,0.0,24,0.0,100,-19.095123,5.355712
O=C1CCc2ccc(Br)cc2-c2ccccc21,1,3.4482758620689653,1,3.4482758620689653,0.1744186046511628,0.0,0.0,0.0,0.0,17,0.0,450,-20.720022,-10.495492
O=C1NC(c2ccc[nH]2)=NC1=Cc1ccc[nH]1,1,4.761904761904762,1,4.761904761904762,0.1666666666666666,0.0,0.0,0.0,0.0,17,0.0,230,-19.488691,13.020264
O=C1OC(c2ccco2)=NC1=C1C(=O)Oc2ccccc2N1O,1,4.166666666666666,1,4.166666666666666,0.1559633027522936,0.0,0.0,0.0,0.0,23,0.0,180,-34.434105,3.2615292
O=C1OC(=C2C(=O)c3ccccc3N2O)c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.2134831460674157,0.0,0.0,0.0,0.0,21,0.0,60,-28.749245,0.06366313
CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1,1,3.4482758620689653,1,3.4482758620689653,0.18,0.0,0.0,0.0,0.0,24,0.0,500,13.072337,8.426305
O=C1CC2CCC(=O)N2c2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.2025316455696202,0.0,0.0,0.0,0.0,15,0.0,60,-18.305939,-9.032619
CC(C)(C)C(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,5.555555555555555,1,5.555555555555555,0.1478260869565217,0.0,0.0,0.0,0.0,28,0.0,370,23.911585,-9.166307
O=C1SCC(COC(=O)c2ccccc2)S1,1,2.0,1,2.0,0.180722891566265,0.0,0.0,0.0,0.0,16,0.0,30,-5.7718644,-11.470026
O=C(CBr)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,5.0,1,5.0,0.1851851851851851,0.0,0.0,0.0,0.0,26,0.0,310,22.516628,3.52975
COC(=O)c1cc(-c2oc(-c3ccccc3)c3ccccc23)no1,1,5.0,1,5.0,0.1923076923076923,0.0,0.0,0.0,0.0,24,0.0,350,15.989615,-0.3537562
N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1,1,3.7037037037037033,1,3.7037037037037033,0.1752577319587628,0.0,0.0,0.0,0.0,22,0.0,400,13.493338,4.7739954
Cc1cc(-c2oc(-c3ccccc3)c3ccc(O)cc23)no1,1,3.7037037037037033,1,3.7037037037037033,0.1855670103092783,0.0,0.0,0.0,0.0,22,0.0,400,17.764967,16.986864
O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1,1,2.564102564102564,1,2.564102564102564,0.1759259259259259,0.0,0.0,0.0,0.0,24,0.0,90,-34.862873,-7.903097
NC(=O)C1(c2ccccc2)NCCOc2ccccc21,1,1.9230769230769231,1,1.9230769230769231,0.1720430107526881,0.0,0.0,0.0,0.0,20,0.0,10,-9.127891,-11.284146
O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O,1,1.9230769230769231,1,1.9230769230769231,0.1834862385321101,0.0,0.0,0.0,0.0,25,0.0,60,-6.264348,0.63702077
COc1cc(-c2oc(-c3ccc(C)cc3)c3ccccc23)co1,1,4.3478260869565215,1,4.3478260869565215,0.1509433962264151,0.0,0.0,0.0,0.0,23,0.0,360,25.432732,-1.8292556
O=C1CCC(=Cc2ccccc2)CC1,1,2.0,1,2.0,0.2112676056338028,0.0,0.0,0.0,0.0,14,0.0,20,-17.76025,2.6073444
c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,4.761904761904762,1,4.761904761904762,0.188235294117647,0.0,0.0,0.0,0.0,21,0.0,490,22.553366,-4.0196476
O=C1NC(Cl)=NC1=Cc1ccc(Cl)cc1,1,3.4482758620689653,1,3.4482758620689653,0.1428571428571428,0.0,0.0,0.0,0.0,15,0.0,450,-22.005375,8.471316
O=C[N+]([O-])c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,4.3478260869565215,1,4.3478260869565215,0.1826923076923076,0.0,0.0,0.0,0.0,25,0.0,360,23.645489,-4.6081676
CC(C)c1ccccc1-c1oc(-c2ccccc2)c2ccccc12,1,5.0,1,5.0,0.1789473684210526,0.0,0.0,0.0,0.0,24,0.0,250,18.895533,-0.53982586
O=C1C=C(c2ccccc2O)C(=O)c2ccccc21,1,2.564102564102564,1,2.564102564102564,0.2,0.0,0.0,0.0,0.0,19,0.0,90,-23.741978,-10.048926
O=C1Cc2ccc(O)cc2C1=C1SCc2ccccc21,1,2.564102564102564,1,2.564102564102564,0.1546391752577319,0.0,0.0,0.0,0.0,20,0.0,140,-14.88131,-10.087828
