Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
*C1(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2C1=O,2,1,60,40,2,"[40, 60]",0.0253654,0.0104213,0.01789335,"[0.0104213, 0.0253654]",0.022609,0.00829935,0.015454175,"[0.00829935, 0.022609]",1,1,1.0,2,"[1, 1]","{'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1'}",2,1.0
*C1(c2ccccc2)C(=O)NC1=O,1,1,80,80,1,[80],0.0003917,0.0003917,0.0003917,[0.0003917],-0.0063059,-0.0063059,-0.0063059,[-0.0063059],1,1,1.0,1,[1],{'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'},1,1.0
*C12C(=O)OCCC1C(=O)c1ccccc1OC21CC1,1,1,20,20,1,[20],0.0045974,0.0045974,0.0045974,[0.0045974],0.0012530999999999,0.0012530999999999,0.0012530999999999,[0.0012530999999999],1,1,1.0,1,[1],{'O=C(OC12C(=O)OCCC1C(=O)c1ccccc1OC21CC1)c1ccccc1'},1,1.0
*C12CCCC(=O)C1C(=O)CC2,1,1,20,20,1,[20],0.0042505,0.0042505,0.0042505,[0.0042505],0.0009061999999999,0.0009061999999999,0.0009061999999999,[0.0009061999999999],1,1,1.0,1,[1],{'O=C(CC12CCCC(=O)C1C(=O)CC2)c1ccccc1'},1,1.0
*C12CCCC(OC1)C(=O)c1ccc(-c3ccccc3)cc12,1,1,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],1,1,1.0,1,[1],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
*C12OCC(O1)C(=O)O2,1,1,80,80,1,[80],0.0001777,0.0001777,0.0001777,[0.0001777],-0.0065198999999999,-0.0065198999999999,-0.0065198999999999,[-0.0065198999999999],1,1,1.0,1,[1],{'O=C1OC2(c3ccccc3)OCC1O2'},1,1.0
*C1=C(C2=NC(=Cc3ccco3)OC2=O)C(=O)O1,1,1,290,290,1,[290],0.386174,0.386174,0.386174,[0.386174],-0.0647656999999999,-0.0647656999999999,-0.0647656999999999,[-0.0647656999999999],1,1,1.0,1,[1],{'O=C1OC(=Cc2ccco2)N=C1C1=C(c2ccccc2)OC1=O'},1,1.0
*C1=C(c2ccccc2)OC1=O,1,1,290,290,1,[290],0.386174,0.386174,0.386174,[0.386174],-0.0647656999999999,-0.0647656999999999,-0.0647656999999999,[-0.0647656999999999],1,1,1.0,1,[1],{'O=C1OC(=Cc2ccco2)N=C1C1=C(c2ccccc2)OC1=O'},1,1.0
*C1=CC(=C2C(=O)Nc3ccccc32)O1,1,1,160,160,1,[160],0.335689,0.335689,0.335689,[0.335689],-0.0448657,-0.0448657,-0.0448657,[-0.0448657],1,1,1.0,1,[1],{'O=C1Nc2ccccc2C1=C1C=C(c2ccccc2)O1'},1,1.0
*C1=CC(=C2C=Cc3ccccc32)C(=O)O1,1,1,130,130,1,[130],0.3240579,0.3240579,0.3240579,[0.3240579],0.1062273,0.1062273,0.1062273,[0.1062273],1,1,1.0,1,[1],{'O=CC1=Cc2ccccc2C1=C1C=C(c2ccccc2)OC1=O'},1,1.0
*C1=CC(=Cc2ccc(*)cc2)C(*)=C1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(=Cc2ccc(*)cc2)C(c2ccccc2)=C1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(=Cc2ccc(*)cc2)C=C1,1,1,250,250,1,[250],0.3007017,0.3007017,0.3007017,[0.3007017],-0.1432691999999999,-0.1432691999999999,-0.1432691999999999,[-0.1432691999999999],1,1,1.0,1,[1],{'C1=CC(Nc2ccccc2)=CC1=Cc1ccc(-c2ccco2)cc1'},1,1.0
*C1=CC(=Cc2ccc(*)o2)C(*)=C1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(=Cc2ccc(*)o2)C(c2ccccc2)=C1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(=Cc2ccc(-c3ccccc3)o2)C(*)=C1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(=Cc2ccc(-c3ccccc3)o2)C(c2ccccc2)=C1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(=Cc2ccc(-c3ccco3)cc2)C=C1,1,1,250,250,1,[250],0.3007017,0.3007017,0.3007017,[0.3007017],-0.1432691999999999,-0.1432691999999999,-0.1432691999999999,[-0.1432691999999999],1,1,1.0,1,[1],{'C1=CC(Nc2ccccc2)=CC1=Cc1ccc(-c2ccco2)cc1'},1,1.0
*C1=CC(=Cc2ccc(Cc3ccccc3)cc2)C(*)=C1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(=Cc2ccc(Cc3ccccc3)cc2)C(c2ccccc2)=C1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(=Cc2ccccc2)C=C1,1,1,480,480,1,[480],0.3014144,0.3014144,0.3014144,[0.3014144],-0.1375304,-0.1375304,-0.1375304,[-0.1375304],1,1,1.0,1,[1],{'ClC(=C1C=CC(Nc2ccco2)=C1)c1ccccc1'},1,1.0
*C1=CC(=O)C(*)C1=O,3,2,120,60,2,"[60, 120]",0.0557623,0.0520732,0.05391775,"[0.0520732, 0.0557623]",0.0494395,-0.1040360499999999,-0.02729827499999995,"[0.0494395, -0.1040360499999999]",2,2,1.5,3,"[2, 1]","{'O=C1C=C(Nc2ccc(Cl)cc2)C(=O)C1c1ccccc1', 'O=C1C=C(Nc2ccccn2)C(=O)C1c1ccc(Br)cc1', 'O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O'}",3,1.0
*C1=CC(=O)C(c2ccccc2)C1=O,2,1,120,60,2,"[60, 120]",0.0624229,0.0557623,0.0590926,"[0.0624229, 0.0557623]",0.0596665,-0.1040360499999999,-0.02218477499999995,"[0.0596665, -0.1040360499999999]",1,1,1.0,2,"[1, 1]","{'O=C1C=C(Nc2ccc(Cl)cc2)C(=O)C1c1ccccc1', 'O=C1C=C(Nc2ccccn2)C(=O)C1c1ccc(Br)cc1'}",2,1.0
*C1=CC(=O)C(c2coc3ccccc23)C1=O,1,1,60,60,1,[60],0.0417235,0.0417235,0.0417235,[0.0417235],0.0389671,0.0389671,0.0389671,[0.0389671],1,1,1.0,1,[1],{'O=C(C1=CC(=O)C(c2coc3ccccc23)C1=O)c1ccccc1O'},1,1.0
*C1=CC(=O)CC1*,1,1,10,10,1,[10],0.0200748,0.0200748,0.0200748,[0.0200748],0.0136,0.0136,0.0136,[0.0136],1,1,1.0,1,[1],{'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'},1,1.0
*C1=CC(=O)CC1=O,1,1,110,110,1,[110],0.0347649,0.0347649,0.0347649,[0.0347649],-0.0591279,-0.0591279,-0.0591279,[-0.0591279],1,1,1.0,1,[1],{'O=C1C=C(c2ccccc2O)C(=O)C1'},1,1.0
*C1=CC(=O)CC1C(=O)OCCc1ccccc1,1,1,10,10,1,[10],0.0200748,0.0200748,0.0200748,[0.0200748],0.0136,0.0136,0.0136,[0.0136],1,1,1.0,1,[1],{'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'},1,1.0
*C1=CC(=O)N(*)C1=O,1,1,70,70,1,[70],0.1624584,0.1624584,0.1624584,[0.1624584],0.1527383,0.1527383,0.1527383,[0.1527383],1,1,1.0,1,[1],{'N#CC1=C(c2ccccc2O)C(=O)N(Cc2ccccc2)C1=O'},1,1.0
*C1=CC(=O)N(Cc2ccccc2)C1=O,1,1,70,70,1,[70],0.1624584,0.1624584,0.1624584,[0.1624584],0.1527383,0.1527383,0.1527383,[0.1527383],1,1,1.0,1,[1],{'N#CC1=C(c2ccccc2O)C(=O)N(Cc2ccccc2)C1=O'},1,1.0
*C1=CC(=O)NC1=O,1,1,110,110,1,[110],0.0246074,0.0246074,0.0246074,[0.0246074],-0.0692854,-0.0692854,-0.0692854,[-0.0692854],1,1,1.0,1,[1],{'O=C1C=C(C(=O)c2ccccc2O)C(=O)N1'},1,1.0
*C1=CC(=O)OC1=O,2,1,140,110,2,"[110, 140]",0.1130575,0.106102,0.10957975,"[0.1130575, 0.106102]",0.0398863,-0.16095625,-0.060534975,"[0.0398863, -0.16095625]",1,1,1.0,2,"[1, 1]","{'O=C1C=C(Nc2cccnc2)C(=O)O1', 'O=C1C=C(Nc2cccc3cccnc23)C(=O)O1'}",2,1.0
*C1=CC(=O)Oc2ccccc2C(=O)O1,1,1,60,60,1,[60],0.0,0.0,0.0,[0.0],-0.0048719,-0.0048719,-0.0048719,[-0.0048719],1,1,1.0,1,[1],{'O=C1C=C(C(=O)c2ccco2)OC(=O)c2ccc([N+](=O)[O-])cc2O1'},1,1.0
*C1=CC(=O)c2ccccc21,1,1,100,100,1,[100],0.1241147,0.1241147,0.1241147,[0.1241147],0.09545655,0.09545655,0.09545655,[0.09545655],1,1,1.0,1,[1],{'O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21'},1,1.0
*C1=CC(=O)c2ccccc2C(=O)C1,1,1,80,80,1,[80],0.0157908,0.0157908,0.0157908,[0.0157908],0.0091681,0.0091681,0.0091681,[0.0091681],1,1,1.0,1,[1],{'O=C1C=C(Cc2ccccc2)CC(=O)c2ccccc21'},1,1.0
*C1=CC(=O)c2ccccc2C1=O,11,3,270,70,8,"[70, 90, 100, 150, 170, 200, 230, 270]",0.2582741,0.0,0.177621325,"[0.0, 0.2013372, 0.1482896, 0.1300719, 0.2310088, 0.2582741, 0.2144547, 0.2375343]",0.17923655,-0.2250362999999999,-0.08316971249999999,"[-0.011562, 0.17923655, 0.1231747, -0.2215827, -0.1609737, -0.1599251, -0.2250362999999999, -0.18868915]",3,1,1.375,11,"[1, 3, 2, 1, 1, 1, 1, 1]","{'O=C1C=C(Nc2ccc[nH]2)C(=O)c2ccccc21', 'O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21', 'O=C1C=C(Nc2cccnc2)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccnc3cccnc23)C(=O)c2ccc([N+](=O)[O-])cc21', 'O=C1C=C(N=Cc2ccccn2)C(=O)c2ccccc21', 'O=C1C=C(Nc2cccc3cccnc23)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccccn2)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccccc2)C(=O)c2ccc([N+](=O)[O-])cc21', 'O=C1C=C(c2ccccc2O)C(=O)c2ccccc21', 'O=C1C=C(Nc2cccnc2)C(=O)c2ccc(F)cc21', 'O=C1C=C(Nc2cccc3nccnc23)C(=O)c2ccccc21'}",11,3.0
*C1=CC(=O)c2ncccc2C1=O,4,2,150,110,3,"[110, 130, 150]",0.201239,0.1685804,0.18670186666666666,"[0.1685804, 0.1902862, 0.201239]",0.0955842,-0.1504155999999999,-0.038372799999999964,"[0.0955842, -0.060287, -0.1504155999999999]",2,2,1.3333333333333333,4,"[2, 1, 1]","{'O=C1C(Nc2ccccn2)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccc3cccnc23)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccnc2)=CC(=O)c2ncccc21', 'O=C1C(Nc2cccc3nccnc23)=CC(=O)c2ncccc21'}",4,1.0
*C1=CC(=O)c2oc(=O)ccc2C1=O,1,1,170,170,1,[170],0.3163132,0.3163132,0.3163132,[0.3163132],-0.0756693,-0.0756693,-0.0756693,[-0.0756693],1,1,1.0,1,[1],{'O=C1C(Nc2cccnc2)=CC(=O)c2oc(=O)ccc21'},1,1.0
*C1=CC(c2ccccc2)=CC1=Cc1ccc(*)cc1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(c2ccccc2)=CC1=Cc1ccc(*)o1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(c2ccccc2)=CC1=Cc1ccc(-c2ccccc2)o1,2,1,270,190,2,"[190, 270]",0.3199604,0.3137743,0.31686735,"[0.3199604, 0.3137743]",-0.0860338,-0.11244915,-0.099241475,"[-0.0860338, -0.11244915]",1,1,1.0,2,"[1, 1]","{'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccccc3)o2)cc1', 'Clc1ccc(C2=CC(c3ccccc3)=CC2=Cc2ccc(-c3ccc(Cl)cc3)o2)cc1'}",2,1.0
*C1=CC(c2ccccc2)=CC1=Cc1ccc(Cc2ccccc2)cc1,1,1,90,90,1,[90],0.2805677,0.2805677,0.2805677,[0.2805677],0.2537117,0.2537117,0.2537117,[0.2537117],1,1,1.0,1,[1],{'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'},1,1.0
*C1=CC(c2ccccc2)C1=O,1,1,100,100,1,[100],0.1706997,0.1706997,0.1706997,[0.1706997],0.14204155,0.14204155,0.14204155,[0.14204155],1,1,1.0,1,[1],{'O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1'},1,1.0
*C1=CC2(CCC(=O)c3ccccc3C(=O)C2)C1=O,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0026177,-0.0026177,-0.0026177,[-0.0026177],1,1,1.0,1,[1],{'O=C1CCC2(C=C(c3ccccc3)C2=O)CC(=O)c2ccccc21'},1,1.0
*C1=CCC(=O)CC1=O,1,1,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'O=C1CC=C(c2ccccc2O)C(=O)C1'},1,1.0
*C1=CCC(=O)Oc2ccccc21,1,1,60,60,1,[60],0.020462,0.020462,0.020462,[0.020462],0.0177056,0.0177056,0.0177056,[0.0177056],1,1,1.0,1,[1],{'COC(=O)C1=C(c2ccccc2)c2ccccc2OC(=O)C1(C)O'},1,1.0
*C1=CCC(=O)c2ncccc2C1=O,1,1,150,150,1,[150],0.1001468,0.1001468,0.1001468,[0.1001468],-0.2515078,-0.2515078,-0.2515078,[-0.2515078],1,1,1.0,1,[1],{'O=C1C(Nc2ccccn2)=CCC(=O)c2ncccc21'},1,1.0
*C1=CCC2(O1)C(=O)Nc1ccccc12,1,1,90,90,1,[90],0.0402867,0.0402867,0.0402867,[0.0402867],0.0134307,0.0134307,0.0134307,[0.0134307],1,1,1.0,1,[1],{'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12'},1,1.0
*C1=CCC2C(=O)N1C2*,1,1,40,40,1,[40],0.0022379,0.0022379,0.0022379,[0.0022379],-0.0002638499999999,-0.0002638499999999,-0.0002638499999999,[-0.0002638499999999],1,1,1.0,1,[1],{'CCn1ccnc1C1=CCC2(O)C(=O)N1C2c1ccc(Cl)cc1'},1,1.0
*C1=CCC2C(=O)N1C2c1ccccc1,1,1,40,40,1,[40],0.0022379,0.0022379,0.0022379,[0.0022379],-0.0002638499999999,-0.0002638499999999,-0.0002638499999999,[-0.0002638499999999],1,1,1.0,1,[1],{'CCn1ccnc1C1=CCC2(O)C(=O)N1C2c1ccc(Cl)cc1'},1,1.0
*C1=CCSc2ccccc21,1,1,30,30,1,[30],0.0884788,0.0884788,0.0884788,[0.0884788],0.0813535,0.0813535,0.0813535,[0.0813535],1,1,1.0,1,[1],{'O=CC1=C(C2=CCSc3ccccc32)OCCO1'},1,1.0
*C1=NC(=C(Nc2ccc[nH]2)c2ccco2)C(=O)O1,2,2,220,220,1,[220],0.4504771,0.4504771,0.4504771,[0.4504771],0.0114075,0.0114075,0.0114075,[0.0114075],2,2,2.0,2,[2],"{'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccc[nH]1)c1ccco1', 'O=C1OC(c2ccco2)=NC1=C(Nc1ccc[nH]1)c1ccco1'}",2,1.0
*C1=NC(=C(Nc2ccccn2)c2ccc[nH]2)C(=O)O1,1,1,230,230,1,[230],0.4096738,0.4096738,0.4096738,[0.4096738],-0.0298171999999999,-0.0298171999999999,-0.0298171999999999,[-0.0298171999999999],1,1,1.0,1,[1],{'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccccn1)c1ccc[nH]1'},1,1.0
*C1=NC(=C(Nc2ccccn2)c2ccccc2)C(=O)O1,2,1,310,200,2,"[200, 310]",0.3947239,0.3368576,0.36579075,"[0.3368576, 0.3947239]",-0.0602312999999999,-0.0813416,-0.07078644999999995,"[-0.0813416, -0.0602312999999999]",1,1,1.0,2,"[1, 1]","{'O=C1OC(c2ccco2)=NC1=C(Nc1ccccn1)c1ccccc1', 'O=C1OC(c2ccccn2)=NC1=C(Nc1ccc(Cl)cn1)c1ccccc1'}",2,1.0
*C1=NC(=C(Nc2ccccn2)c2ccco2)C(=O)O1,4,1,390,190,4,"[190, 200, 240, 390]",0.4279783,0.4106276,0.42050525,"[0.4106276, 0.4259502, 0.4279783, 0.4174649]",0.0101478999999999,-0.0330485999999999,-0.0010155375000000496,"[0.0088734999999999, 0.0099650499999999, 0.0101478999999999, -0.0330485999999999]",1,1,1.0,4,"[1, 1, 1, 1]","{'O=C1OC(c2ccccc2)=NC1=C(Nc1ccccn1)c1ccco1', 'O=C1OC(c2ccco2)=NC1=C(Nc1ccccn1)c1ccco1', 'O=C1OC(c2ccc(Cl)cc2)=NC1=C(Nc1ccccn1)c1ccco1', 'O=C1OC(c2ccccc2Br)=NC1=C(Nc1ccccn1)c1ccco1'}",4,1.0
*C1=NC(=C(Nc2cccnc2)c2ccco2)C(=O)O1,1,1,160,160,1,[160],0.4047689,0.4047689,0.4047689,[0.4047689],0.0293099,0.0293099,0.0293099,[0.0293099],1,1,1.0,1,[1],{'O=C1OC(c2ccco2)=NC1=C(Nc1cccnc1)c1ccco1'},1,1.0
